"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"4901",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",262,25," ","A5","101 CITY BOULEVARD                       ","            ",10301,1,0,1,"1,200","1,800",1996,1,"A5","$165,000",2013-05-06,165000,1800,1200,0
"4904",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",264,9," ","A1","20 BIRCH AVENUE                          ","            ",10301,1,0,1,"6,250","3,614",1990,1,"A1","$770,000",2012-08-14,770000,3614,6250,0
"4906",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",267,4," ","A1","695 BARD AVENUE                          ","            ",10310,1,0,1,"2,550","1,748",1935,1,"A1","$355,000",2012-11-19,355000,1748,2550,0
"4907",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",267,4," ","A1","695 BARD AVENUE                          ","            ",10310,1,0,1,"2,550","1,748",1935,1,"A1","$201,750",2012-10-03,201750,1748,2550,0
"4908",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",268,3," ","A1","723 BARD AVENUE                          ","            ",10310,1,0,1,"2,950","1,584",1932,1,"A1","$415,000",2013-03-26,415000,1584,2950,0
"4909",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",268,7," ","A1","717 BARD AVENUE                          ","            ",10310,1,0,1,"3,000","1,764",1931,1,"A1","$300,000",2012-11-14,3e+05,1764,3000,0
"4911",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",275,95," ","A1","624 BARD AVENUE                          ","            ",10310,1,0,1,"4,753","2,133",1940,1,"A1","$492,000",2013-06-28,492000,2133,4753,0
"4913",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",276,27," ","A1","579 DAVIS AVENUE                         ","            ",10310,1,0,1,"3,219","1,096",1899,1,"A1","$330,000",2013-04-02,330000,1096,3219,0
"4916",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",277,89," ","A1","656 BARD AVENUE                          ","            ",10310,1,0,1,"4,000","1,274",1920,1,"A1","$465,000",2013-05-09,465000,1274,4000,0
"4918",5,"SILVER LAKE              ","01  ONE FAMILY HOMES                        ","1",278,43," ","A1","671 DAVIS AVENUE                         ","            ",10310,1,0,1,"3,870","1,215",1960,1,"A1","$400,000",2013-04-05,4e+05,1215,3870,0
"4920",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",121,42," ","B2","224 CASTLETON AVENUE                     ","            ",10301,2,0,2,"5,494","3,240",1935,1,"B2","$440,000",2013-01-15,440000,3240,5494,0
"4924",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",249,1," ","B2","9 UNIVERSITY PLACE                       ","            ",10301,2,0,2,"4,651","3,200",2012,1,"B2","$717,866",2013-06-12,717866,3200,4651,0
"4925",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",249,2," ","B2","5 UNIVERSITY PLACE                       ","            ",10301,2,0,2,"4,522","2,945",2012,1,"B2","$724,000",2013-02-13,724000,2945,4522,0
"4926",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",251,92," ","B2","221 OAKWOOD AVENUE                       ","            ",10301,2,0,2,"2,500","2,000",1899,1,"B2","$430,000",2013-05-31,430000,2000,2500,0
"4927",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",252,20," ","B2","210 OAKWOOD AVENUE                       ","            ",10301,2,0,2,"2,875","1,440",1899,1,"B2","$408,000",2012-12-28,408000,1440,2875,0
"4928",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",254,36," ","B3","671 METROPOLITAN AVENUE                  ","            ",10301,2,0,2,"11,184","3,600",1940,1,"B3","$670,000",2013-05-09,670000,3600,11184,0
"4929",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",260,35," ","B2","69 CITY BOULEVARD                        ","            ",10301,2,0,2,"4,300","1,898",1929,1,"B2","$547,000",2012-08-17,547000,1898,4300,0
"4930",5,"SILVER LAKE              ","02  TWO FAMILY HOMES                        ","1",277,116," ","B3","710 BARD AVENUE                          ","            ",10310,2,0,2,"4,280","2,004",1930,1,"B3","$425,000",2012-09-10,425000,2004,4280,0
"4949",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3117,212," ","A5","56 RAILROAD AVENUE                       ","            ",10305,1,0,1,"2,460","2,160",1999,1,"A5","$390,000",2012-08-31,390000,2160,2460,0
"4950",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,30," ","A9","61 OCEAN AVENUE                          ","            ",10305,1,0,1,"2,500","2,720",1960,1,"A9","$349,000",2013-07-19,349000,2720,2500,0
"4951",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,40," ","A5","35 OCEAN AVENUE                          ","            ",10305,1,0,1,"3,250","2,176",1996,1,"A5","$470,000",2012-08-07,470000,2176,3250,0
"4954",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,157," ","A5","30 PALISADE STREET                       ","            ",10305,1,0,1,"2,263","1,796",2012,1,"A5","$461,167",2013-02-21,461167,1796,2263,0
"4955",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,158," ","A5","28 PALISADE STREET                       ","            ",10305,1,0,1,"2,295","1,796",2012,1,"A5","$456,300",2013-01-28,456300,1796,2295,0
"4956",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,159," ","A5","24 PALISADE STREET                       ","            ",10305,1,0,1,"2,160","1,880",2012,1,"A5","$446,160",2013-02-04,446160,1880,2160,0
"4957",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3121,160," ","A5","22 PALISADE STREET                       ","            ",10305,1,0,1,"2,160","1,880",2012,1,"A5","$446,160",2013-02-06,446160,1880,2160,0
"4959",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3122,133," ","A2","215 FR CAPODANNO BLVD                    ","            ",10305,1,0,1,"1,950","800",1915,1,"A2","$61,414",2013-05-23,61414,800,1950,0
"4961",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3123,47," ","A5","65 ALEX CIRCLE                           ","            ",10305,1,0,1,"1,300","1,609",2000,1,"A5","$365,000",2012-08-31,365000,1609,1300,0
"4964",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3124,451," ","A9","52 SEASIDE LANE                          ","            ",10305,1,0,1,"1,974","1,432",1991,1,"A9","$312,000",2013-01-16,312000,1432,1974,0
"4965",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3124,451," ","A9","52 SEASIDE LANE                          ","            ",10305,1,0,1,"1,974","1,432",1991,1,"A9","$312,000",2012-10-19,312000,1432,1974,0
"4966",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3124,464," ","A5","14 SEASIDE LANE                          ","            ",10305,1,0,1,"1,081","1,620",2002,1,"A5","$340,000",2012-11-27,340000,1620,1081,0
"4968",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3238,57," ","A2","26 LAMPORT BOULEVARD                     ","            ",10305,1,0,1,"4,300","1,144",1950,1,"A2","$469,000",2013-06-24,469000,1144,4300,0
"4970",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3246,25," ","A9","125 LAMPORT BOULEVARD                    ","            ",10305,1,0,1,"2,058","1,230",1960,1,"A9","$300,000",2013-05-13,3e+05,1230,2058,0
"4971",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3246,74," ","A2","84 KENSINGTON AVENUE                     ","            ",10305,1,0,1,"4,000","840",1950,1,"A2","$325,000",2013-03-20,325000,840,4000,0
"4974",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3248,62," ","A5","221 NORWAY AVENUE                        ","            ",10305,1,0,1,"2,000","1,104",2012,1,"A5","$372,645",2012-08-14,372645,1104,2000,0
"4975",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3248,63," ","A5","219 NORWAY AVENUE                        ","            ",10305,1,0,1,"2,000","1,104",2012,1,"A5","$359,970",2012-12-05,359970,1104,2000,0
"4979",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3253,23," ","A5","282 LAMPORT BOULEVARD                    ","            ",10305,1,0,1,"2,000","2,700",1999,1,"A5","$350,000",2012-08-07,350000,2700,2000,0
"4980",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3255,48," ","A5","245 KENSINGTON AVENUE                    ","            ",10305,1,0,1,"2,500","1,600",1993,1,"A5","$361,500",2013-04-22,361500,1600,2500,0
"4981",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3256,4," ","A2","131 OLYMPIA BOULEVARD                    ","            ",10305,1,0,1,"4,360","1,456",1960,1,"A2","$36,785",2012-09-20,36785,1456,4360,0
"4982",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3267,81," ","A1","86 SAND LANE                             ","            ",10305,1,0,1,"2,528","2,106",1930,1,"A1","$280,000",2012-09-11,280000,2106,2528,0
"4985",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3268,67," ","A2","44 LINWOOD AVENUE                        ","            ",10305,1,0,1,"3,000","624",1920,1,"A2","$295,000",2013-05-15,295000,624,3000,0
"4986",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3269,60," ","A1","4 HICKORY AVENUE                         ","            ",10305,1,0,1,"5,000","1,864",1970,1,"A1","$490,000",2012-11-14,490000,1864,5000,0
"4988",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3271,78," ","A2","138 MC FARLAND AVENUE                    ","            ",10305,1,0,1,"2,500","828",1950,1,"A2","$275,000",2013-05-10,275000,828,2500,0
"4991",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3275,37," ","A2","388 MC CLEAN AVENUE                      ","            ",10305,1,0,1,"3,720","1,056",1950,1,"A2","$387,600",2012-12-14,387600,1056,3720,0
"4992",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3277,70," ","A5","158 BIONIA AVENUE                        ","            ",10305,1,0,1,"1,560","1,728",2002,1,"A5","$350,000",2013-04-23,350000,1728,1560,0
"4994",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3279,77," ","A1","62 PIAVE AVENUE                          ","            ",10305,1,0,1,"3,920","3,104",1992,1,"A1","$535,000",2013-06-16,535000,3104,3920,0
"4998",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3349,49," ","A9","135 REID AVENUE                          ","            ",10305,1,0,1,"2,300","1,230",1970,1,"A9","$320,000",2013-03-08,320000,1230,2300,0
"5001",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3351,68," ","A2","129 LACONIA AVENUE                       ","            ",10305,1,0,1,"3,800","850",1935,1,"A2","$252,000",2013-06-06,252000,850,3800,0
"5002",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3352,42," ","A5","173 HURLBERT STREET                      ","            ",10305,1,0,1,"2,506","2,230",2012,1,"A5","$456,300",2013-03-15,456300,2230,2506,0
"5003",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3352,43," ","A5","175 HURLBERT STREET                      ","            ",10305,1,0,1,"2,497","2,230",2012,1,"A5","$456,300",2013-01-11,456300,2230,2497,0
"5005",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3354,66," ","A5","201 BENTON AVENUE                        ","            ",10305,1,0,1,"2,200","1,646",1970,1,"A5","$291,200",2013-05-13,291200,1646,2200,0
"5006",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3354,104," ","A1","30 XENIA STREET                          ","            ",10305,1,0,1,"2,200","1,108",1960,1,"A1","$339,800",2013-06-04,339800,1108,2200,0
"5009",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3362,65," ","A1","243 HURLBERT STREET                      ","            ",10305,1,0,1,"5,136","2,392",1960,1,"A1","$689,000",2012-09-18,689000,2392,5136,0
"5014",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3375,15," ","A5","435 ALTER AVENUE                         ","            ",10305,1,0,1,"1,425","1,560",1989,1,"A5","$320,000",2012-09-04,320000,1560,1425,0
"5015",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3375,47," ","A5","424 DELAWARE AVENUE                      ","            ",10305,1,0,1,"2,263","1,316",2012,1,"A5","$456,300",2013-05-13,456300,1316,2263,0
"5016",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3375,49," ","A5","426 DELAWARE AVENUE                      ","            ",10305,1,0,1,"2,262","1,316",2012,1,"A5","$444,132",2013-05-02,444132,1316,2262,0
"5022",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3392,35," ","A5","2 REID AVENUE                            ","            ",10305,1,0,1,"5,245","2,025",1999,1,"A5","$300,000",2012-11-14,3e+05,2025,5245,0
"5023",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3393,33," ","A5","67C SCOTT AVENUE                         ","            ",10305,1,0,1,"2,250","1,500",1993,1,"A5","$335,000",2012-12-20,335000,1500,2250,0
"5025",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3395,51," ","A5","92 APPLEBY AVENUE                        ","            ",10305,1,0,1,"3,187","2,640",2011,1,"A5","$539,672",2013-01-14,539672,2640,3187,0
"5026",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3395,52," ","A5","90 APPLEBY AVENUE                        ","            ",10305,1,0,1,"2,936","2,640",2011,1,"A5","$539,672",2012-12-14,539672,2640,2936,0
"5027",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3395,53," ","A5","86 APPLEBY AVENUE                        ","            ",10305,1,0,1,"2,936","2,640",2011,1,"A5","$539,672",2012-12-19,539672,2640,2936,0
"5028",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3395,54," ","A5","84 APPLEBY AVENUE                        ","            ",10305,1,0,1,"2,936","2,640",2011,1,"A5","$539,664",2013-03-28,539664,2640,2936,0
"5031",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3411,22," ","A2","26 ANDREWS STREET                        ","            ",10305,1,0,1,"4,000","1,848",1940,1,"A2","$345,000",2012-12-26,345000,1848,4000,0
"5035",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3411,73," ","A5","71 MC LAUGHLIN STREET                    ","            ",10305,1,0,1,"1,725","1,870",2004,1,"A5","$365,000",2012-09-25,365000,1870,1725,0
"5036",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3412,15," ","A2","16 MC LAUGHLIN STREET                    ","            ",10305,1,0,1,"2,000","1,104",1920,1,"A2","$244,000",2013-02-12,244000,1104,2000,0
"5037",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3412,53," ","A9","90 MC LAUGHLIN STREET                    ","            ",10305,1,0,1,"850","1,680",1989,1,"A9","$304,500",2012-08-24,304500,1680,850,0
"5038",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3412,74," ","A2","61 PEARSALL STREET                       ","            ",10305,1,0,1,"2,000","360",1935,1,"A2","$73,000",2013-02-12,73000,360,2000,0
"5039",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3413,24," ","A2","136 MC LAUGHLIN STREET                   ","            ",10305,1,0,1,"4,000","756",1925,1,"A2","$137,500",2013-02-21,137500,756,4000,0
"5040",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3418,20," ","A1","244 OLYMPIA BOULEVARD                    ","            ",10305,1,0,1,"4,000","1,224",1920,1,"A1","$355,000",2012-10-09,355000,1224,4000,0
"5041",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3420,19," ","A5","92 WINFIELD STREET                       ","            ",10305,1,0,1,"2,185","2,112",1997,1,"A5","$343,000",2013-02-20,343000,2112,2185,0
"5043",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3491,109," ","A5","29 CRESTWATER COURT                      ","            ",10305,1,0,1,"1,809","1,675",2002,1,"A5","$410,000",2013-01-04,410000,1675,1809,0
"5044",5,"SOUTH BEACH              ","01  ONE FAMILY HOMES                        ","1",3491,119," ","A5","49 CRESTWATER COURT                      ","            ",10305,1,0,1,"1,035","1,675",2002,1,"A5","$310,000",2012-08-06,310000,1675,1035,0
"5047",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3110,123," ","B3","150 ARTHUR AVENUE                        ","            ",10305,2,0,2,"2,800","1,800",1920,1,"B3","$410,000",2012-09-18,410000,1800,2800,0
"5049",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3124,112," ","B2","117 FR CAPODANNO BLVD                    ","            ",10305,2,0,2,"6,008","2,500",1985,1,"B2","$400,000",2012-09-06,4e+05,2500,6008,0
"5050",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3124,300," ","B2","5 LINDA AVENUE                           ","            ",10305,2,0,2,"6,942","1,750",1986,1,"B2","$345,000",2012-09-20,345000,1750,6942,0
"5052",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3239,64," ","B2","18 KENSINGTON AVENUE                     ","            ",10305,2,0,2,"4,000","2,260",1960,1,"B2","$520,000",2012-10-02,520000,2260,4000,0
"5053",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3246,57," ","B2","54 KENSINGTON AVENUE                     ","            ",10305,2,0,2,"5,000","1,205",1950,1,"B2","$415,000",2012-09-11,415000,1205,5000,0
"5054",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3250,13," ","B2","162 KENSINGTON AVENUE                    ","            ",10305,2,0,2,"6,000","2,576",1960,1,"B2","$512,000",2013-06-11,512000,2576,6000,0
"5056",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3254,15," ","B2","248 KENSINGTON AVENUE                    ","            ",10305,2,0,2,"4,000","2,776",2005,1,"B2","$634,000",2012-09-20,634000,2776,4000,0
"5058",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3272,63," ","B3","346 MC CLEAN AVENUE                      ","            ",10305,2,0,2,"8,000","2,488",1930,1,"B3","$375,000",2013-06-26,375000,2488,8000,0
"5059",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3276,18," ","B3","139 BIONIA AVENUE                        ","            ",10305,2,0,2,"4,000","1,152",1965,1,"B3","$335,000",2013-04-29,335000,1152,4000,0
"5060",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3276,25," ","B2","125 BIONIA AVENUE                        ","            ",10305,2,0,2,"4,000","2,760",2012,1,"B2","$710,738",2012-11-27,710738,2760,4000,0
"5061",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3276,30," ","B1","115 BIONIA AVENUE                        ","            ",10305,2,0,2,"5,000","2,444",1965,1,"B1","$442,000",2012-08-03,442000,2444,5000,0
"5062",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3282,9," ","B2","47 OLYMPIA BOULEVARD                     ","            ",10305,2,0,2,"3,208","1,864",1970,1,"B2","$418,000",2013-05-07,418000,1864,3208,0
"5064",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3350,55," ","B9","103 JEROME ROAD                          ","            ",10305,2,0,2,"3,000","1,600",1992,1,"B9","$423,000",2012-12-21,423000,1600,3000,0
"5067",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3361,25," ","B2","425 BURGHER AVENUE                       ","            ",10305,2,0,2,"3,547","2,436",2009,1,"B2","$585,493",2013-05-24,585493,2436,3547,0
"5072",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3398,18," ","B9","26 WINFIELD STREET                       ","            ",10305,2,0,2,"2,300","1,600",2003,1,"B9","$499,900",2012-08-03,499900,1600,2300,0
"5073",5,"SOUTH BEACH              ","02  TWO FAMILY HOMES                        ","1",3417,124," ","B2","46 PEARSALL STREET                       ","            ",10305,2,0,2,"11,200","4,609",2012,1,"B2","$150,000",2013-01-23,150000,4609,11200,0
"5076",5,"SOUTH BEACH              ","03  THREE FAMILY HOMES                      ","1",3119,1," ","C0","123 JACKSON AVENUE                       ","            ",10305,3,0,3,"2,820","2,061",1910,1,"C0","$300,000",2013-05-15,3e+05,2061,2820,0
"5078",5,"SOUTH BEACH              ","03  THREE FAMILY HOMES                      ","1",3410,71," ","C0","55 ANDREWS STREET                        ","            ",10305,3,0,3,"5,000","4,300",2010,1,"C0","$350,000",2012-10-26,350000,4300,5000,0
"5108",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",506,48," ","A1","24 BREWSTER STREET                       ","            ",10304,1,0,1,"4,175","1,381",1899,1,"A1","$215,000",2012-09-04,215000,1381,4175,0
"5109",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",507,5," ","S1","426 BAY STREET                           ","            ",10304,1,1,2,"1,755","1,600",1901,1,"S1","$500,000",2012-09-13,5e+05,1600,1755,0
"5110",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",513,51," ","A5","101 BEACH STREET                         ","            ",10304,1,0,1,"2,220","1,940",2002,1,"A5","$265,000",2012-09-14,265000,1940,2220,0
"5111",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",513,81," ","A1","110 PROSPECT STREET                      ","            ",10304,1,0,1,"2,987","1,664",1910,1,"A1","$139,500",2012-12-17,139500,1664,2987,0
"5113",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",521,120," ","S1","58 BEACH STREET                          ","            ",10304,1,1,2,"2,070","1,696",1931,1,"S1","$240,000",2013-01-28,240000,1696,2070,0
"5115",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",527,74," ","A5","17 TAPPEN COURT                          ","            ",10304,1,0,1,"1,188","1,100",1989,1,"A5","$157,500",2013-01-04,157500,1100,1188,0
"5117",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",531,29," ","A1","44 HARRISON STREET                       ","            ",10304,1,0,1,"5,000","1,488",1899,1,"A1","$116,500",2013-03-20,116500,1488,5000,0
"5118",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",544,40," ","A1","639 VAN DUZER STREET                     ","            ",10304,1,0,1,"2,418","992",1930,1,"A1","$65,000",2013-02-20,65000,992,2418,0
"5119",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",544,77," ","A2","567 VAN DUZER STREET                     ","            ",10304,1,0,1,"4,200","878",1940,1,"A2","$271,000",2013-06-18,271000,878,4200,0
"5120",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",556,167," ","A5","38A THELMA COURT                         ","            ",10304,1,0,1,"944","768",1992,1,"A5","$220,000",2013-03-27,220000,768,944,0
"5121",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",556,170," ","A5","32A THELMA COURT                         ","            ",10304,1,0,1,"944","768",1992,1,"A5","$89,000",2013-01-29,89000,768,944,0
"5123",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",556,171," ","A5","30A THELMA COURT                         ","            ",10304,1,0,1,"3,169","768",1992,1,"A5","$78,750",2013-01-15,78750,768,3169,0
"5124",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",556,241," ","A1","14 COURSEN COURT                         ","            ",10304,1,0,1,"2,790","1,364",1925,1,"A1","$234,000",2012-08-03,234000,1364,2790,0
"5127",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",562,41," ","A1","241 GORDON STREET                        ","            ",10304,1,0,1,"2,750","768",1901,1,"A1","$270,555",2013-04-16,270555,768,2750,0
"5129",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",562,81," ","A9","133 FULTON STREET                        ","            ",10304,1,0,1,"5,000","800",1930,1,"A9","$221,750",2012-10-19,221750,800,5000,0
"5130",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",563,96," ","A2","216 GORDON STREET                        ","            ",10304,1,0,1,"3,000","1,500",1960,1,"A2","$259,804",2013-06-04,259804,1500,3000,0
"5131",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",563,96," ","A2","216 GORDON STREET                        ","            ",10304,1,0,1,"3,000","1,500",1960,1,"A2","$259,804",2013-06-04,259804,1500,3000,0
"5132",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",563,126," ","A1","274 GORDON STREET                        ","            ",10304,1,0,1,"3,000","1,790",2012,1,"A1","$306,500",2013-06-06,306500,1790,3000,0
"5133",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",565,100," ","A1","206 TARGEE STREET                        ","            ",10304,1,0,1,"1,440","780",1899,1,"A1","$45,000",2012-10-15,45000,780,1440,0
"5134",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",582,36," ","A1","21 CATLIN AVENUE                         ","            ",10304,1,0,1,"5,000","1,796",1915,1,"A1","$318,000",2013-03-26,318000,1796,5000,0
"5135",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",584,46," ","A1","65 MARION AVENUE                         ","            ",10304,1,0,1,"3,750","1,824",1901,1,"A1","$470,000",2012-08-09,470000,1824,3750,0
"5136",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",611,96," ","A1","568 VAN DUZER STREET                     ","            ",10304,1,0,1,"2,500","1,304",1899,1,"A1","$200,000",2012-09-17,2e+05,1304,2500,0
"5137",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",613,32," ","A1","103 HOWARD AVENUE                        ","            ",10301,1,0,1,"24,293","4,878",1901,1,"A1","$1,260,000",2013-05-08,1260000,4878,24293,0
"5138",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",613,128," ","A2","11 NORWOOD COURT                         ","            ",10304,1,0,1,"5,500","2,392",1950,1,"A2","$505,000",2012-12-06,505000,2392,5500,0
"5139",5,"STAPLETON                ","01  ONE FAMILY HOMES                        ","1",613,134," ","A2","21 NORWOOD COURT                         ","            ",10304,1,0,1,"5,100","3,632",1960,1,"A2","$390,000",2013-02-25,390000,3632,5100,0
"5142",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",516,1," ","B2","15 TAXTER PLACE                          ","            ",10304,2,0,2,"2,625","1,950",1987,1,"B2","$225,000",2013-04-25,225000,1950,2625,0
"5143",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",517,60," ","B2","277 ST PAULS AVENUE                      ","            ",10304,2,0,2,"4,012","3,655",1920,1,"B2","$400,000",2013-06-28,4e+05,3655,4012,0
"5145",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",522,83," ","B2","80 BOYD STREET                           ","            ",10304,2,0,2,"1,904","1,590",2004,1,"B2","$232,300",2012-09-21,232300,1590,1904,0
"5147",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",527,114," ","B2","101 BOYD STREET                          ","            ",10304,2,0,2,"3,750","1,949",2012,1,"B2","$466,000",2012-11-09,466000,1949,3750,0
"5149",5,"STAPLETON                ","02  TWO FAMILY HOMES                        ","1",528,30," ","B2","5 BROWNELL STREET                        ","            ",10304,2,0,2,"2,500","1,844",1899,1,"B2","$161,000",2013-03-28,161000,1844,2500,0
